CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,TIME_DIFF,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,neighborhood,neighborhood_services_district,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,completion.time
1.01E+11,1/5/10 14:26,1/11/10 13:16,5:22:50,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. THE ONLY TAGS REMOVED WERE THE BLOW-OFFS. THE OWNER HAS THE MATCHING PAINT & DOESN'T WANT THE AREA PAINTED UNTIL WARMER WEATHER. THEY WILL CALL BACK. ,Graffiti: Ward 22  2202  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,296-298 Lincoln St  Allston  MA  02134,Allston / Brighton,15,296-298 Lincoln St,2134,42.35721,-71.133215,Constituent Call,142.8333333
1.01E+11,1/5/10 19:48,1/8/10 12:15,2:16:26,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FIVE TIMES IN THE PAST. ,Graffiti: Ward 21  2101  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,235 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,14,235 Park Dr,2215,42.342356,-71.101377,Constituent Call,64.43333333
1.01E+11,1/6/10 9:52,1/6/10 15:20,0:05:28,Closed,Case Closed Replaced by generic case 101000103293 ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,3 Commonwealth Ter  Brighton  MA  02135,Allston / Brighton,15,3 Commonwealth Ter,2135,42.34657,-71.13904,Citizens Connect App,5.466666667
1.01E+11,1/6/10 11:26,1/11/10 13:17,5:01:51,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 21  2104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,151 Brighton Ave  Allston  MA  02134,Allston / Brighton,15,151 Brighton Ave,2134,42.3532,-71.131839,Constituent Call,121.85
1.01E+11,1/6/10 16:56,1/7/10 10:11,0:17:14,Closed,Case Closed Case Invalid   this case is closed until a proper photo is supplied...thank you ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,228-230 Beacon St  Boston  MA  02116,Back Bay,14,228-230 Beacon St,2116,42.35398,-71.07885,Citizens Connect App,17.23333333
1.01E+11,1/6/10 18:26,1/8/10 12:22,1:17:56,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 115 FISHER AVENUE WAS ALSO DONE. THESE SITES HAVE BEEN DONE IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,107 Fisher Ave  Mission Hill  MA  02120,Mission Hill,14,107 Fisher Ave,2120,42.32806,-71.10484,Citizens Connect App,41.93333333
1.01E+11,1/7/10 9:22,1/12/10 10:46,5:01:24,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,4 Burke St  Mission Hill  MA  02120,Roxbury,13,4 Burke St,2120,42.33694,-71.08506,Citizens Connect App,121.4
1.01E+11,1/7/10 10:42,1/11/10 13:13,4:02:30,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND THE TAGS WERE ON THE FRONT  SIDE & REAR. ,Graffiti: Ward 14  1402  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,110-112A Harvard St  Dorchester  MA  02124,Dorchester,8,110-112A Harvard St,2124,42.29659,-71.07862,Self Service,98.5
1.01E+11,1/7/10 10:42,1/7/10 12:22,0:01:39,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE..PLEASE REFER TO          CN# 101000103452 ,Graffiti: Ward 14  1402  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,110-112A Harvard St  Dorchester  MA  02124,Dorchester,8,110-112A Harvard St,2124,42.29659,-71.07862,Self Service,1.65
1.01E+11,1/7/10 10:49,1/11/10 13:12,4:02:22,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 10  1006  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,0 Fisher Ave  Mission Hill  MA  02120,Mission Hill,11,0 Fisher Ave,2120,42.327984,-71.106454,Constituent Call,98.36666667
1.01E+11,1/8/10 11:25,1/12/10 11:05,3:23:39,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 21  2104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,51-63 Harvard Ave  Allston  MA  02134,Allston / Brighton,15,51-63 Harvard Ave,2134,42.35431,-71.13259,Constituent Call,95.65
1.01E+11,1/8/10 11:42,1/12/10 12:11,4:00:28,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 1  0103  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,172 Orleans St  East Boston  MA  02128,East Boston,1,172 Orleans St,2128,42.37134,-71.03482,Constituent Call,96.46666667
1.01E+11,1/8/10 14:01,1/12/10 11:20,3:21:18,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 362 & 367 CENTRE STREET WAS DONE IN JAMAICA PLAIN. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,15 Jess St  Jamaica Plain  MA  02130,Jamaica Plain,11,15 Jess St,2130,42.31518,-71.10388,Citizens Connect App,93.3
1.01E+11,1/8/10 23:16,1/20/10 13:13,11:13:56,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,245-249A Faneuil St  Brighton  MA  02135,Allston / Brighton,15,245-249A Faneuil St,2135,42.35279,-71.16037,Citizens Connect App,277.9333333
1.01E+11,1/9/10 14:23,1/28/10 0:34,18:10:10,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,340 Commonwealth Ave  Boston  MA  02115,Back Bay,14,340 Commonwealth Ave,2115,42.34901,-71.08721,Citizens Connect App,442.1666667
1.01E+11,1/9/10 17:25,4/15/10 11:33,4:18:07,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE TWICE IN THE PAST. ,Graffiti: Ward 5  0509  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,409 Marlborough St  Boston  MA  02115,Back Bay,14,409 Marlborough St,2115,42.35035,-71.08886,Self Service,114.1166667
1.01E+11,1/10/10 14:41,1/11/10 12:47,0:22:06,Closed,Case Closed Replaced by generic case 101000104124 ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,51 Sleeper St  Boston  MA  02210,South Boston / South Boston Waterfront,5,51 Sleeper St,2210,42.35245,-71.04855,Citizens Connect App,22.1
1.01E+11,1/10/10 15:25,1/18/10 10:38,7:19:13,Closed,Case Closed Case Referred to External Agency ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,607-609 Columbus Ave  Roxbury  MA  02118,Roxbury,13,607-609 Columbus Ave,2118,42.34008,-71.082806,Citizens Connect App,187.2166667
1.01E+11,1/11/10 7:08,1/23/10 0:45,11:17:37,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,142 School St  Jamaica Plain  MA  02130,Jamaica Plain,11,142 School St,2130,42.31605,-71.1011,Citizens Connect App,281.6166667
1.01E+11,1/11/10 13:12,1/13/10 10:33,1:21:21,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 14  1406  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,32 Fowler St  Dorchester  MA  02121,Greater Mattapan,8,32 Fowler St,2121,42.3006,-71.08277,Self Service,45.35
1.01E+11,1/11/10 13:26,1/13/10 10:30,1:21:04,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 14  1406  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,79-81 Glenway St  Dorchester  MA  02121,Greater Mattapan,8,79-81 Glenway St,2121,42.3002,-71.0828,Self Service,45.06666667
1.01E+11,1/12/10 8:51,1/23/10 0:41,10:15:49,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,715 E Second St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,715 E Second St,2127,42.33718,-71.03435,Citizens Connect App,255.8166667
1.01E+11,1/13/10 8:33,1/13/10 11:37,0:03:04,Closed,Case Closed Case Resolved  Property of US Postal Service.  Case details have been forwarded.  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,218 Commonwealth Ave  Boston  MA  02116,Back Bay,14,218 Commonwealth Ave,2116,42.35061,-71.08133,Citizens Connect App,3.066666667
1.01E+11,1/13/10 8:35,1/13/10 11:37,0:03:01,Closed,Case Closed Case Resolved  Porperty of US Postal Service.  Case details have been forwarded.  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,178 Commonwealth Ave  Boston  MA  02116,Back Bay,14,178 Commonwealth Ave,2116,42.3511,-71.07938,Citizens Connect App,3.016666667
1.01E+11,1/13/10 8:37,1/13/10 11:36,0:02:59,Closed,Case Closed Case Resolved  Property of US Postal Service.  Case details have been forwarded.  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,160 Commonwealth Ave  Boston  MA  02116,Back Bay,14,160 Commonwealth Ave,2116,42.35128,-71.07865,Citizens Connect App,2.983333333
1.01E+11,1/14/10 11:14,1/28/10 11:18,14:00:03,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE BEFORE. ,Graffiti: Ward 19  1910  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1035 Canterbury St  Roslindale  MA  02131,Roslindale,10,1035 Canterbury St,2131,42.278309,-71.122209,Constituent Call,336.05
1.01E+11,1/14/10 13:30,1/14/10 20:31,0:07:01,Closed,Case Closed Case Resolved  Issue under jurisdiction of US Postal Service.  Case details have been forwarded.  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,75 Clarendon St  Boston  MA  02116,South End,6,75 Clarendon St,2116,42.34716,-71.07317,Citizens Connect App,7.016666667
1.01E+11,1/14/10 13:47,1/25/10 12:08,10:22:21,Closed,Case Closed Case Resolved   THE GRAFFITI FOUND NO GRAFFITI AT THE REQUESTED REMOVAL SITE. ,Graffiti: Ward 15  1504  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,12 Winter St  Dorchester  MA  02122,Dorchester,8,12 Winter St,2122,42.30961,-71.06238,Constituent Call,262.35
1.01E+11,1/14/10 15:26,1/22/10 10:30,7:19:04,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE BEFORE. ,Graffiti: Ward 6  0601  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,337-347 Summer St  Boston  MA  02210,South Boston / South Boston Waterfront,5,337-347 Summer St,2210,42.34891,-71.04811,Constituent Call,187.0666667
1.01E+11,1/14/10 16:21,1/22/10 10:32,7:18:10,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 11  1101  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,301 Highland St  Roxbury  MA  02119,Roxbury,13,301 Highland St,2119,42.324604,-71.097356,Constituent Call,186.1666667
1.01E+11,1/15/10 13:04,1/26/10 8:30,10:19:26,Closed,Case Closed Case Resolved Work completed 1/22/10. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Sign Shop_Sign Installation,BTDT,190-184 Commonwealth Ave  Boston  MA  02116,Back Bay,14,190-184 Commonwealth Ave,2116,42.35097,-71.07992,Citizens Connect App,259.4333333
1.01E+11,1/15/10 15:52,1/22/10 10:31,6:18:38,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 8  0802  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,811 Harrison Ave  Roxbury  MA  02118,South End,6,811 Harrison Ave,2118,42.335768,-71.074298,Constituent Call,162.6333333
1.01E+11,1/15/10 18:59,4/14/10 1:06,28:06:06,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Highway Construction,PWDx,190 Newbury St  Boston  MA  02116,Back Bay,14,190 Newbury St,2116,42.350167,-71.079588,Citizens Connect App,678.1
1.01E+11,1/16/10 9:28,1/26/10 8:05,9:22:37,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,240 Commonwealth Ave  Boston  MA  02116,Back Bay,14,240 Commonwealth Ave,2116,42.35033,-71.08222,Citizens Connect App,238.6166667
1.01E+11,1/16/10 11:14,1/26/10 8:04,9:20:49,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1607 Tremont St  Mission Hill  MA  02120,Mission Hill,14,1607 Tremont St,2120,42.33371,-71.10275,Citizens Connect App,236.8166667
1.01E+11,1/16/10 15:55,1/26/10 9:19,9:17:24,Closed,Case Closed Case Resolved 1/21/10 - Graffitti removed. ,Park Maintenace: Titus Sparrow Park,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,481-485 Columbus Ave  Roxbury  MA  02118,South End,6,481-485 Columbus Ave,2118,42.343125,-71.079139,Citizens Connect App,233.4
1.01E+11,1/16/10 16:11,1/20/10 11:57,3:19:45,Closed,Case Closed Case Noted Graffiti Busters advises that building and/or dumpster company must remove tags from such containers ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,264 Newbury St  Boston  MA  02116,Back Bay,14,264 Newbury St,2116,42.3492,-71.08312,Citizens Connect App,91.75
1.01E+11,1/16/10 16:22,1/26/10 8:04,9:15:42,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,234 Commonwealth Ave  Boston  MA  02116,Back Bay,14,234 Commonwealth Ave,2116,42.35043,-71.08199,Citizens Connect App,231.7
1.01E+11,1/18/10 16:38,1/27/10 10:24,8:17:45,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FIVE TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,107-109 Calumet St  Mission Hill  MA  02120,Mission Hill,14,107-109 Calumet St,2120,42.331096,-71.103174,Citizens Connect App,209.75
1.01E+11,1/19/10 10:15,1/26/10 8:34,6:22:19,Closed,Case Closed Case Resolved Work completed 1/22/10. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Sign Shop_Sign Installation,BTDT,50 Boylston St  Jamaica Plain  MA  02130,Jamaica Plain,11,50 Boylston St,2130,42.31794,-71.1077,Citizens Connect App,166.3166667
1.01E+11,1/19/10 14:47,2/1/10 9:47,12:19:00,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ALSO  35 & 37 MORRELL STREET WERE DONE. ,Graffiti: Ward 20  2016  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,33 Morrell St  West Roxbury  MA  02132,West Roxbury,12,33 Morrell St,2132,42.2731,-71.16845,Constituent Call,307
1.01E+11,1/19/10 16:19,1/28/10 11:19,8:18:59,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ALSO  84 FAIRMOUNT AVENUE WAS DONE AND THIS SITE HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 18  1813  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,18 Fairmount Ave  Hyde Park  MA  02136,Hyde Park,10,18 Fairmount Ave,2136,42.255693,-71.1208,Constituent Call,210.9833333
1.01E+11,1/19/10 18:22,2/1/10 9:49,12:15:26,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ALSO  171 HARVARD AVENUE WAS DONE AND THIS SITE HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,169 Harvard Ave  Allston  MA  02134,Allston / Brighton,15,169 Harvard Ave,2134,42.351306,-71.131791,Citizens Connect App,303.4333333
1.01E+11,1/20/10 10:26,2/22/10 13:43,2:03:17,Closed,Case Closed Case Resolved   THE CREW OR THE SUPERVISOR COULD NOT FIND THE GRAFFITI TAGS.  THE I-PHONE HAD TO GIVE US THE WRONG LOCATION ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,17 Cazenove St  Boston  MA  02116,South End,6,17 Cazenove St,2116,42.34722,-71.07291,Citizens Connect App,51.28333333
1.01E+11,1/20/10 13:18,5/7/10 9:59,15:20:40,Closed,Case Closed Case Resolved   THESE REQUESTS HAVE BEEN COMPLETED AND SOME HAVE BEEN DONE IN THE PAST. ,Graffiti: Ward 22  2202  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,387 Cambridge St  Allston  MA  02134,Allston / Brighton,15,387 Cambridge St,2134,42.355509,-71.13321,Constituent Call,380.6666667
1.01E+11,1/20/10 18:17,1/25/10 13:03,4:18:45,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ALSO  215 COMMONWEALTH AVENUE WAS DONE AND THIS SITE HAS BEEN DONE THREE TIMES. ,Graffiti: Ward 3  0306  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 City Hall Plz  Boston  MA  02108,Downtown / Financial District,3,1 City Hall Plz,2108,42.36042,-71.058274,Self Service,114.75
1.01E+11,1/21/10 11:01,2/1/10 9:48,10:22:46,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,153 Arlington St  Brighton  MA  02135,Allston / Brighton,15,153 Arlington St,2135,42.35283,-71.15917,Citizens Connect App,262.7666667
1.01E+11,1/21/10 11:45,1/27/10 10:25,5:22:40,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE TWO TIMES IN THE PAST. ALSO  419 SHAWMUT AVENUE WAS DONE AND HAS BEEN DONE FOUR TIMES. ,Graffiti: Ward 8  0802  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1670 Washington St  Roxbury  MA  02118,South End,6,1670 Washington St,2118,42.33738,-71.07527,Constituent Call,142.6666667
1.01E+11,1/21/10 15:20,1/29/10 10:53,7:19:32,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1516 Commonwealth Ave  Brighton  MA  02135,Allston / Brighton,15,1516 Commonwealth Ave,2135,42.34564,-71.14104,Citizens Connect App,187.5333333
1.01E+11,1/21/10 17:43,1/26/10 8:00,4:14:17,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 10  1008  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,22 S Huntington Ave  Mission Hill  MA  02120,Mission Hill,11,22 S Huntington Ave,2120,42.33146,-71.11159,Constituent Call,110.2833333
1.01E+11,1/21/10 21:15,1/22/10 11:55,0:14:40,Closed,Case Closed Case Noted Graffiti Busters does not handle private dumpsters; property manager or container contractor must do so ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,231 Newbury St  Boston  MA  02116,Back Bay,14,231 Newbury St,2116,42.349978,-71.081906,Citizens Connect App,14.66666667
1.01E+11,1/22/10 10:31,1/27/10 10:21,4:23:49,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ALSO  958 BENNINGTON STREET WAS DONE. ,Graffiti: Ward 1  0111  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,825 Saratoga St  East Boston  MA  02128,East Boston,1,825 Saratoga St,2128,42.38449,-71.01477,Constituent Call,119.8166667
1.01E+11,1/22/10 10:34,1/27/10 10:22,4:23:48,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 1  0103  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,172 Orleans St  East Boston  MA  02128,East Boston,1,172 Orleans St,2128,42.37134,-71.03482,Constituent Call,119.8
1.01E+11,1/24/10 21:26,2/22/10 14:11,28:16:44,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 3  0306  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 City Hall Plz  Boston  MA  02108,Downtown / Financial District,3,1 City Hall Plz,2108,42.36042,-71.058274,Self Service,688.7333333
1.01E+11,1/25/10 11:36,4/15/10 11:34,19:23:58,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE BEFORE. ,Graffiti: Ward 3  0306  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 City Hall Plz  Boston  MA  02108,Downtown / Financial District,3,1 City Hall Plz,2108,42.36042,-71.058274,Self Service,479.9666667
1.01E+11,1/25/10 14:36,1/29/10 10:52,3:20:16,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAYDEN STREET & FISHER AVENUE WAS DONE. ,Graffiti: Ward 10  1006  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,20 Hayden St  Mission Hill  MA  02120,Mission Hill,11,20 Hayden St,2120,42.32766,-71.10689,Constituent Call,92.26666667
1.01E+11,1/25/10 14:38,1/29/10 10:52,3:20:14,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 10  1006  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,20 Hayden St  Mission Hill  MA  02120,Mission Hill,11,20 Hayden St,2120,42.32766,-71.10689,Constituent Call,92.23333333
1.01E+11,1/26/10 9:24,2/2/10 12:27,7:03:03,Closed,Case Closed Case Resolved ,Graffiti: Ward 15  1506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,9-9A Dewar St  Dorchester  MA  02125,Dorchester,8,9-9A Dewar St,2125,42.30952,-71.05727,Constituent Call,171.05
1.01E+11,1/26/10 17:17,2/22/10 13:33,26:20:16,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FIVE TIMES IN THE PAST. ,Graffiti: Ward 12  1207  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,3 Cheney St  Dorchester  MA  02121,Roxbury,13,3 Cheney St,2121,42.308706,-71.083516,Constituent Call,644.2666667
1.01E+11,1/27/10 7:30,2/22/10 13:31,26:06:01,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,80-82 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,80-82 W Broadway,2127,42.34192,-71.05524,Citizens Connect App,630.0166667
1.01E+11,1/27/10 13:41,2/5/10 12:23,8:22:41,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 1  0102  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,146 Everett St  East Boston  MA  02128,East Boston,1,146 Everett St,2128,42.36675,-71.03266,Constituent Call,214.6833333
1.01E+11,1/28/10 10:33,2/8/10 11:13,11:00:39,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 5  0509  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,325-327 Newbury St  Boston  MA  02115,Back Bay,14,325-327 Newbury St,2115,42.348797,-71.086229,Self Service,264.65
1.01E+11,1/28/10 10:38,1/28/10 11:31,0:00:52,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE...REFER TO CN# 101000108037  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,28 Quint Ave  Allston  MA  02134,Allston / Brighton,15,28 Quint Ave,2134,42.35233,-71.13394,Citizens Connect App,0.866666667
1.01E+11,1/28/10 10:39,2/9/10 10:24,11:23:45,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE SIX TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,28 Quint Ave  Allston  MA  02134,Allston / Brighton,15,28 Quint Ave,2134,42.35233,-71.13394,Citizens Connect App,287.75
1.01E+11,1/28/10 13:32,2/3/10 9:26,5:19:54,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEENN COMPLETED. ,Graffiti: Ward 3  0306  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1 City Hall Plz  Boston  MA  02108,Downtown / Financial District,3,1 City Hall Plz,2108,42.36042,-71.058274,Self Service,139.9
1.01E+11,1/28/10 15:44,2/3/10 8:37,5:16:53,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 15  1508  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,249-257 Adams St  Dorchester  MA  02122,Dorchester,8,249-257 Adams St,2122,42.300559,-71.059377,Constituent Call,136.8833333
